Date,Close,High,Low,Open,Volume
2014-01-02,1.8948348760604858,1.9004361370975278,1.8852326052663309,1.8956350017004502,187779777
2014-01-03,1.8740297555923462,1.8884329684871015,1.8612267936977789,1.8868327174869133,440444530
2014-01-06,1.8292194604873657,1.8684284711596553,1.8244183259922102,1.8684284711596553,483408948
2014-01-07,1.8300198316574097,1.8364214087698993,1.8124159238499926,1.8164167426139926,152588820
2014-01-08,1.8284196853637695,1.847624036245764,1.818017288890471,1.8300199366497254,205054329
2014-01-09,1.8172168731689453,1.845223367707897,1.8156166219704335,1.8244185758981561,337128850
2014-01-10,1.8044142723083496,1.818817488359815,1.7996131366983097,1.8156167948793396,370178163
2014-01-13,1.7916109561920166,1.8148161224578716,1.7844092541895356,1.8044139183813326,488482118
2014-01-14,1.8036136627197266,1.80921492309487,1.7804083048951158,1.7916110164240258,250925981
2014-01-15,1.8036136627197266,1.8060142301345914,1.788410132685124,1.8028135371743126,333988442
2014-01-16,1.8044142723083496,1.8172170462302502,1.795612126763725,1.800413262373765,200102440
2014-01-17,1.7788078784942627,1.8020132340318746,1.7780075622491007,1.7988123506084353,252391970
2014-01-20,1.7700059413909912,1.7812086531205413,1.7612039878979264,1.7780077693243117,229662167
2014-01-21,1.7847288846969604,1.7953620179495666,1.7724600047964643,1.7749138197786294,290263774
2014-01-22,1.8338050842285156,1.8346229575947852,1.7863649187987538,1.7871827921650234,379440227
2014-01-23,1.823989748954773,1.8338050089886553,1.8198999922705446,1.8313511939801848,253686230
2014-01-24,1.8338050842285156,1.8444382180313814,1.8158105050982025,1.8174462518307417,270064248
2014-01-27,1.8100847005844116,1.8223535790800978,1.8035411297111121,1.8207178326195037,273112784
2014-01-28,1.8117204904556274,1.8256255057657012,1.8010873581657547,1.8158102467257227,240139616
2014-01-29,1.8174458742141724,1.8207177570201214,1.8117203718192105,1.8166280010178348,170158770
2014-01-30,1.7920901775360107,1.8174460035191489,1.7912723042814842,1.81417431549073,274449460
2014-02-07,1.8035413026809692,1.8043593710000314,1.7740957184528927,1.7773676017084883,341727767
2014-02-10,1.8558889627456665,1.857524709246883,1.8117204920375103,1.8117204920375103,638622113
2014-02-11,1.8648860454559326,1.873065362518929,1.8460735967100104,1.8526171673665883,288387939
2014-02-12,1.8681581020355225,1.8730657322440996,1.8591609099933573,1.8657042869312337,252528472
2014-02-13,1.8632503747940063,1.8796090095850075,1.8607965600743253,1.8640682480304638,281555822
2014-02-14,1.8697937726974487,1.8706116459435254,1.8591606404572079,1.8648861432003667,164713216
2014-02-17,1.8828809261322021,1.8910602445207123,1.8722477927261054,1.8877885561673748,197199382
2014-02-18,1.8607968091964722,1.8836988229658556,1.85588917910008,1.8836988229658556,293698614
2014-02-19,1.8853344917297363,1.8910599943432056,1.856706783652082,1.8591605983450414,337167805
2014-02-20,1.8689756393432617,1.9033286510212546,1.8673396980684736,1.88942383272155,201774862
2014-02-21,1.8477098941802979,1.8722478500977502,1.8395305755411473,1.8681580932730053,259202740
2014-02-24,1.805995225906372,1.8288974350171443,1.7896365886888226,1.8239898048498118,269103571
2014-02-25,1.7593728303909302,1.8149923044861354,1.7561011425054016,1.8068129872671614,343520302
2014-02-26,1.7618266344070435,1.763462380834767,1.7446499318438218,1.7511935025856264,417365000
2014-02-27,1.7577369213104248,1.7749136242937793,1.7561011748426918,1.7659162386800147,326482680
2014-02-28,1.7757316827774048,1.781457186032389,1.7372889066308952,1.7569192313637447,339421179
2014-03-03,1.7822750806808472,1.7912724673409224,1.7659164440393134,1.773277889031103,266361331
2014-03-04,1.7781850099563599,1.7822745704407943,1.7650980653876742,1.7781850099563599,187974912
2014-03-05,1.7626444101333618,1.7855466139475582,1.7601905956171873,1.7830927994313837,393816972
2014-03-06,1.7716419696807861,1.7773676680867496,1.741378511013743,1.7610090312391407,412769924
2014-03-07,1.7659164667129517,1.7830931719143357,1.762644778344704,1.7708240967704898,243953993
2014-03-10,1.711114764213562,1.7495575348310648,1.7086609495985832,1.7495575348310648,270346168
2014-03-11,1.718476414680481,1.7323812358303488,1.7045715935306132,1.7102970966505397,286287672
2014-03-12,1.7201118469238281,1.7356526068436857,1.7086608427766863,1.7119325303886856,264660512
2014-03-13,1.7471040487289429,1.7511938055263498,1.7225660929755136,1.7266558497729205,224771751
2014-03-14,1.7323812246322632,1.7430143575034869,1.724201906655193,1.7348350395264167,112616274
2014-03-17,1.745468020439148,1.749557581566489,1.7299272591325787,1.746285893662555,137290453
