Date,Close,High,Low,Open,Volume
2014-01-02,3.2236576080322266,3.2236576080322266,3.1907318261877307,3.1937302658295956,1458030
2014-01-03,3.2027065753936768,3.2146813159216983,3.1787570943376338,3.2116828762716785,18303558
2014-01-06,3.112915277481079,3.1757684041909062,3.1099168377121886,3.1757684041909062,96126909
2014-01-07,3.124880313873291,3.1338662384773146,3.091954760620881,3.112915196783827,1307250
2014-01-08,3.1278789043426514,3.157806017154209,3.115904163950302,3.1248802355932077,14726327
2014-01-09,3.0979418754577637,3.1548171366406517,3.0979418754577637,3.127878840393276,8266353
2014-01-10,3.0380778312683105,3.0949530930679696,3.0320903465629216,3.0949530930679696,7090566
2014-01-13,3.0231142044067383,3.059028800797642,3.005151979843441,3.038077760319409,9180805
2014-01-14,3.076990842819214,3.076990842819214,3.0111395100035474,3.026112689745244,849228
2014-01-15,3.0949530601501465,3.1009403156584616,3.071003579850104,3.076990835358419,2179564
2014-01-16,3.112915277481079,3.1218915787149384,3.0949532805436584,3.1009405364783293,248613
2014-01-17,3.0710036754608154,3.1069278970293213,3.0710036754608154,3.1069278970293213,207512
2014-01-20,3.0500526428222656,3.074002123936708,3.032090417419734,3.071003684279377,1003093
2014-01-21,3.085977077484131,3.0919549391392738,3.03807811194932,3.0500528533330225,387834
2014-01-22,3.1787569522857666,3.1787569522857666,3.1069277595329865,3.1218913154396106,1618571
2014-01-23,3.2027065753936768,3.2206688007524082,3.175768278290342,3.1787570943376338,37759401
2014-01-24,3.2535946369171143,3.2595722691113327,3.1727698915238025,3.1727698915238025,71608473
2014-01-27,3.250595808029175,3.283521588890807,3.220668695853292,3.2416197365769275,10431551
2014-01-28,3.2446086406707764,3.274545377262343,3.217670114579628,3.238621155872425,10888209
2014-01-29,3.2685580253601074,3.2745452808487774,3.2446085451386484,3.2476069846841793,620528
2014-01-30,3.250595808029175,3.27154684875281,3.2386210678911778,3.262570548167172,1436421
2014-02-07,3.3134586811065674,3.3134586811065674,3.2236576356571254,3.2326339365876358,1548155
2014-02-10,3.4092371463775635,3.4122259622562123,3.313458474763124,3.313458474763124,10602542
2014-02-11,3.4182136058807373,3.436175601928775,3.3763115234822894,3.3882862638921134,17472017
2014-02-12,3.4541378021240234,3.4541378021240234,3.406238840831215,3.427199505481449,20790335
2014-02-13,3.403250217437744,3.4661031150044423,3.4002611721390186,3.4391648168373288,2776762
2014-02-14,3.460115909576416,3.460115909576416,3.3972627819588723,3.4092375231345597,2826125
2014-02-17,3.5259671211242676,3.5259671211242676,3.4661030410010225,3.4661030410010225,2882510
2014-02-18,3.516990900039673,3.540940382074606,3.5020273428527524,3.5349531261325766,29852486
2014-02-19,3.519979953765869,3.540940390548099,3.4960400952767694,3.519979953765869,5885602
2014-02-20,3.4691014289855957,3.525967068556639,3.457126688418894,3.519979812839988,2448121
2014-02-21,3.448150396347046,3.4750889227398183,3.4152248433556807,3.4750889227398183,10616566
2014-02-24,3.4331772327423096,3.4421631573186953,3.379300408828718,3.4032501192731064,6133193
2014-02-25,3.3134586811065674,3.4631141823407914,3.289509199910427,3.427199584149365,7477677
2014-02-26,3.331411123275757,3.334409792139222,3.244608744817923,3.3014840093262503,13055282
2014-02-27,3.286520004272461,3.388286162058863,3.283521564742154,3.364336681959005,6028204
2014-02-28,3.322435140609741,3.322435140609741,3.2416200158364625,3.286520311570778,5456344
2014-03-03,3.39127516746521,3.3942736069604553,3.3164473065816087,3.3254236069962686,3609817
2014-03-04,3.3882861137390137,3.397262414130626,3.352361894101537,3.394273598245286,14225601
